F	V
3.17645971850210e+006	(-3.31133936049641e+001,1.58660696252843e+002)
3.18378221439810e+006	(-3.30747801283327e+001,1.58589735373746e+002)
3.19112159039047e+006	(-3.30361709896668e+001,1.58518725496161e+002)
3.19847788539185e+006	(-3.29975661640861e+001,1.58447666589350e+002)
3.20585113840457e+006	(-3.29589656263989e+001,1.58376558623544e+002)
3.21324138852090e+006	(-3.29203693510988e+001,1.58305401569945e+002)
3.22064867492320e+006	(-3.28817773123618e+001,1.58234195400726e+002)
3.22807303688417e+006	(-3.28431894840431e+001,1.58162940089030e+002)
3.23551451376704e+006	(-3.28046058396734e+001,1.58091635608972e+002)
3.24297314502577e+006	(-3.27660263524561e+001,1.58020281935640e+002)
3.25044897020529e+006	(-3.27274509952638e+001,1.57948879045094e+002)
3.25794202894168e+006	(-3.26888797406351e+001,1.57877426914368e+002)
3.26545236096238e+006	(-3.26503125607712e+001,1.57805925521467e+002)
3.27298000608644e+006	(-3.26117494275323e+001,1.57734374845374e+002)
3.28052500422467e+006	(-3.25731903124348e+001,1.57662774866040e+002)
3.28808739537992e+006	(-3.25346351866473e+001,1.57591125564396e+002)
3.29566721964721e+006	(-3.24960840209875e+001,1.57519426922341e+002)
3.30326451721402e+006	(-3.24575367859188e+001,1.57447678922753e+002)
3.31087932836048e+006	(-3.24189934515464e+001,1.57375881549481e+002)
3.31851169345955e+006	(-3.23804539876143e+001,1.57304034787350e+002)
3.32616165297727e+006	(-3.23419183635014e+001,1.57232138622157e+002)
3.33382924747296e+006	(-3.23033865482182e+001,1.57160193040674e+002)
3.34151451759945e+006	(-3.22648585104030e+001,1.57088198030646e+002)
3.34921750410327e+006	(-3.22263342183185e+001,1.57016153580792e+002)
3.35693824782490e+006	(-3.21878136398482e+001,1.56944059680802e+002)
3.36467678969894e+006	(-3.21492967424922e+001,1.56871916321339e+002)
3.37243317075438e+006	(-3.21107834933644e+001,1.56799723494039e+002)
3.38020743211478e+006	(-3.20722738591880e+001,1.56727481191509e+002)
3.38799961499849e+006	(-3.20337678062924e+001,1.56655189407325e+002)
3.39580976071889e+006	(-3.19952653006088e+001,1.56582848136036e+002)
3.40363791068460e+006	(-3.19567663076669e+001,1.56510457373157e+002)
3.41148410639970e+006	(-3.19182707925911e+001,1.56438017115176e+002)
3.41934838946392e+006	(-3.18797787200962e+001,1.56365527359544e+002)
3.42723080157291e+006	(-3.18412900544840e+001,1.56292988104681e+002)
3.43513138451845e+006	(-3.18028047596392e+001,1.56220399349975e+002)
3.44305018018863e+006	(-3.17643227990254e+001,1.56147761095775e+002)
3.45098723056812e+006	(-3.17258441356814e+001,1.56075073343397e+002)
3.45894257773837e+006	(-3.16873687322170e+001,1.56002336095117e+002)
3.46691626387784e+006	(-3.16488965508090e+001,1.55929549354173e+002)
3.47490833126222e+006	(-3.16104275531973e+001,1.55856713124765e+002)
3.48291882226466e+006	(-3.15719617006808e+001,1.55783827412049e+002)
3.49094777935598e+006	(-3.15334989541130e+001,1.55710892222140e+002)
3.49899524510491e+006	(-3.14950392738986e+001,1.55637907562107e+002)
3.50706126217831e+006	(-3.14565826199884e+001,1.55564873439975e+002)
3.51514587334141e+006	(-3.14181289518759e+001,1.55491789864721e+002)
3.52324912145801e+006	(-3.13796782285927e+001,1.55418656846271e+002)
3.53137104949072e+006	(-3.13412304087044e+001,1.55345474395502e+002)
3.53951170050120e+006	(-3.13027854503062e+001,1.55272242524237e+002)
3.54767111765037e+006	(-3.12643433110186e+001,1.55198961245245e+002)
3.55584934419864e+006	(-3.12259039479833e+001,1.55125630572236e+002)
3.56404642350616e+006	(-3.11874673178585e+001,1.55052250519864e+002)
3.57226239903303e+006	(-3.11490333768148e+001,1.54978821103719e+002)
3.58049731433953e+006	(-3.11106020805306e+001,1.54905342340329e+002)
3.58875121308636e+006	(-3.10721733841876e+001,1.54831814247157e+002)
3.59702413903488e+006	(-3.10337472424664e+001,1.54758236842595e+002)
3.60531613604731e+006	(-3.09953236095419e+001,1.54684610145968e+002)
3.61362724808699e+006	(-3.09569024390791e+001,1.54610934177524e+002)
3.62195751921861e+006	(-3.09184836842278e+001,1.54537208958439e+002)
3.63030699360845e+006	(-3.08800672976185e+001,1.54463434510807e+002)
3.63867571552458e+006	(-3.08416532313578e+001,1.54389610857643e+002)
3.64706372933714e+006	(-3.08032414370233e+001,1.54315738022875e+002)
3.65547107951853e+006	(-3.07648318656593e+001,1.54241816031347e+002)
3.66389781064370e+006	(-3.07264244677715e+001,1.54167844908810e+002)
3.67234396739033e+006	(-3.06880191933229e+001,1.54093824681924e+002)
3.68080959453910e+006	(-3.06496159917285e+001,1.54019755378248e+002)
3.68929473697393e+006	(-3.06112148118505e+001,1.53945637026247e+002)
3.69779943968220e+006	(-3.05728156019933e+001,1.53871469655276e+002)
3.70632374775499e+006	(-3.05344183098991e+001,1.53797253295589e+002)
3.71486770638734e+006	(-3.04960228827420e+001,1.53722987978326e+002)
3.72343136087846e+006	(-3.04576292671241e+001,1.53648673735512e+002)
3.73201475663201e+006	(-3.04192374090693e+001,1.53574310600058e+002)
3.74061793915628e+006	(-3.03808472540192e+001,1.53499898605749e+002)
3.74924095406449e+006	(-3.03424587468275e+001,1.53425437787246e+002)
3.75788384707502e+006	(-3.03040718317547e+001,1.53350928180082e+002)
3.76654666401163e+006	(-3.02656864524633e+001,1.53276369820651e+002)
3.77522945080369e+006	(-3.02273025520123e+001,1.53201762746215e+002)
3.78393225348649e+006	(-3.01889200728520e+001,1.53127106994889e+002)
3.79265511820142e+006	(-3.01505389568188e+001,1.53052402605642e+002)
3.80139809119624e+006	(-3.01121591451295e+001,1.52977649618294e+002)
3.81016121882532e+006	(-3.00737805783764e+001,1.52902848073504e+002)
3.81894454754989e+006	(-3.00354031965213e+001,1.52827998012776e+002)
3.82774812393829e+006	(-2.99970269388907e+001,1.52753099478444e+002)
3.83657199466620e+006	(-2.99586517441696e+001,1.52678152513672e+002)
3.84541620651691e+006	(-2.99202775503964e+001,1.52603157162452e+002)
3.85428080638155e+006	(-2.98819042949571e+001,1.52528113469590e+002)
3.86316584125933e+006	(-2.98435319145799e+001,1.52453021480711e+002)
3.87207135825785e+006	(-2.98051603453290e+001,1.52377881242245e+002)
3.88099740459325e+006	(-2.97667895225995e+001,1.52302692801427e+002)
3.88994402759055e+006	(-2.97284193811113e+001,1.52227456206290e+002)
3.89891127468385e+006	(-2.96900498549032e+001,1.52152171505658e+002)
3.90789919341660e+006	(-2.96516808773272e+001,1.52076838749142e+002)
3.91690783144186e+006	(-2.96133123810428e+001,1.52001457987134e+002)
3.92593723652252e+006	(-2.95749442980105e+001,1.51926029270799e+002)
3.93498745653160e+006	(-2.95365765594864e+001,1.51850552652072e+002)
3.94405853945245e+006	(-2.94982090960157e+001,1.51775028183649e+002)
3.95315053337906e+006	(-2.94598418374269e+001,1.51699455918983e+002)
3.96226348651627e+006	(-2.94214747128257e+001,1.51623835912274e+002)
3.97139744718006e+006	(-2.93831076505885e+001,1.51548168218468e+002)
3.98055246379778e+006	(-2.93447405783565e+001,1.51472452893246e+002)
3.98972858490840e+006	(-2.93063734230294e+001,1.51396689993017e+002)
3.99892585916281e+006	(-2.92680061107587e+001,1.51320879574914e+002)
4.00814433532405e+006	(-2.92296385669420e+001,1.51245021696785e+002)
4.01738406226756e+006	(-2.91912707162158e+001,1.51169116417186e+002)
4.02664508898145e+006	(-2.91529024824498e+001,1.51093163795376e+002)
4.03592746456676e+006	(-2.91145337887399e+001,1.51017163891306e+002)
4.04523123823772e+006	(-2.90761645574014e+001,1.50941116765612e+002)
4.05455645932201e+006	(-2.90377947099633e+001,1.50865022479610e+002)
4.06390317726103e+006	(-2.89994241671607e+001,1.50788881095288e+002)
4.07327144161015e+006	(-2.89610528489283e+001,1.50712692675295e+002)
4.08266130203897e+006	(-2.89226806743940e+001,1.50636457282935e+002)
4.09207280833160e+006	(-2.88843075618718e+001,1.50560174982159e+002)
4.10150601038690e+006	(-2.88459334288546e+001,1.50483845837557e+002)
4.11096095821878e+006	(-2.88075581920080e+001,1.50407469914348e+002)
4.12043770195643e+006	(-2.87691817671625e+001,1.50331047278372e+002)
4.12993629184459e+006	(-2.87308040693071e+001,1.50254577996085e+002)
4.13945677824385e+006	(-2.86924250125817e+001,1.50178062134543e+002)
4.14899921163088e+006	(-2.86540445102703e+001,1.50101499761399e+002)
4.15856364259870e+006	(-2.86156624747936e+001,1.50024890944892e+002)
4.16815012185699e+006	(-2.85772788177016e+001,1.49948235753836e+002)
4.17775870023230e+006	(-2.85388934496664e+001,1.49871534257615e+002)
4.18738942866835e+006	(-2.85005062804751e+001,1.49794786526168e+002)
4.19704235822631e+006	(-2.84621172190216e+001,1.49717992629983e+002)
4.20671754008505e+006	(-2.84237261732999e+001,1.49641152640089e+002)
4.21641502554142e+006	(-2.83853330503957e+001,1.49564266628039e+002)
4.22613486601053e+006	(-2.83469377564797e+001,1.49487334665907e+002)
4.23587711302600e+006	(-2.83085401967989e+001,1.49410356826274e+002)
4.24564181824025e+006	(-2.82701402756695e+001,1.49333333182220e+002)
4.25542903342478e+006	(-2.82317378964690e+001,1.49256263807310e+002)
4.26523881047043e+006	(-2.81933329616278e+001,1.49179148775587e+002)
4.27507120138766e+006	(-2.81549253726220e+001,1.49101988161559e+002)
4.28492625830683e+006	(-2.81165150299647e+001,1.49024782040189e+002)
4.29480403347847e+006	(-2.80781018331983e+001,1.48947530486881e+002)
4.30470457927356e+006	(-2.80396856808861e+001,1.48870233577475e+002)
4.31462794818381e+006	(-2.80012664706042e+001,1.48792891388228e+002)
4.32457419282194e+006	(-2.79628440989332e+001,1.48715503995807e+002)
4.33454336592193e+006	(-2.79244184614497e+001,1.48638071477278e+002)
4.34453552033936e+006	(-2.78859894527179e+001,1.48560593910089e+002)
4.35455070905164e+006	(-2.78475569662814e+001,1.48483071372063e+002)
4.36458898515829e+006	(-2.78091208946541e+001,1.48405503941383e+002)
4.37465040188126e+006	(-2.77706811293116e+001,1.48327891696580e+002)
4.38473501256517e+006	(-2.77322375606830e+001,1.48250234716520e+002)
4.39484287067764e+006	(-2.76937900781415e+001,1.48172533080394e+002)
4.40497402980951e+006	(-2.76553385699958e+001,1.48094786867699e+002)
4.41512854367518e+006	(-2.76168829234809e+001,1.48016996158233e+002)
4.42530646611288e+006	(-2.75784230247494e+001,1.47939161032072e+002)
4.43550785108494e+006	(-2.75399587588623e+001,1.47861281569566e+002)
4.44573275267809e+006	(-2.75014900097793e+001,1.47783357851319e+002)
4.45598122510373e+006	(-2.74630166603503e+001,1.47705389958176e+002)
4.46625332269824e+006	(-2.74245385923056e+001,1.47627377971213e+002)
4.47654909992327e+006	(-2.73860556862462e+001,1.47549321971716e+002)
4.48686861136600e+006	(-2.73475678216349e+001,1.47471222041172e+002)
4.49721191173945e+006	(-2.73090748767864e+001,1.47393078261254e+002)
4.50757905588278e+006	(-2.72705767288572e+001,1.47314890713801e+002)
4.51797009876154e+006	(-2.72320732538366e+001,1.47236659480809e+002)
4.52838509546802e+006	(-2.71935643265363e+001,1.47158384644415e+002)
4.53882410122149e+006	(-2.71550498205803e+001,1.47080066286875e+002)
4.54928717136851e+006	(-2.71165296083954e+001,1.47001704490559e+002)
4.55977436138325e+006	(-2.70780035612007e+001,1.46923299337925e+002)
4.57028572686774e+006	(-2.70394715489973e+001,1.46844850911510e+002)
4.58082132355220e+006	(-2.70009334405583e+001,1.46766359293911e+002)
4.59138120729531e+006	(-2.69623891034181e+001,1.46687824567766e+002)
4.60196543408452e+006	(-2.69238384038619e+001,1.46609246815744e+002)
4.61257406003634e+006	(-2.68852812069153e+001,1.46530626120521e+002)
4.62320714139667e+006	(-2.68467173763333e+001,1.46451962564768e+002)
4.63386473454104e+006	(-2.68081467745899e+001,1.46373256231131e+002)
4.64454689597494e+006	(-2.67695692628666e+001,1.46294507202214e+002)
4.65525368233413e+006	(-2.67309847010420e+001,1.46215715560562e+002)
4.66598515038493e+006	(-2.66923929476804e+001,1.46136881388640e+002)
4.67674135702451e+006	(-2.66537938600204e+001,1.46058004768821e+002)
4.68752235928121e+006	(-2.66151872939641e+001,1.45979085783361e+002)
4.69832821431483e+006	(-2.65765731040651e+001,1.45900124514385e+002)
4.70915897941694e+006	(-2.65379511435173e+001,1.45821121043863e+002)
4.72001471201118e+006	(-2.64993212641433e+001,1.45742075453596e+002)
4.73089546965355e+006	(-2.64606833163824e+001,1.45662987825196e+002)
4.74180131003276e+006	(-2.64220371492789e+001,1.45583858240062e+002)
4.75273229097048e+006	(-2.63833826104700e+001,1.45504686779365e+002)
4.76368847042169e+006	(-2.63447195461739e+001,1.45425473524025e+002)
4.77466990647496e+006	(-2.63060478011776e+001,1.45346218554690e+002)
4.78567665735276e+006	(-2.62673672188241e+001,1.45266921951720e+002)
4.79670878141181e+006	(-2.62286776410005e+001,1.45187583795161e+002)
4.80776633714332e+006	(-2.61899789081253e+001,1.45108204164725e+002)
4.81884938317334e+006	(-2.61512708591354e+001,1.45028783139771e+002)
4.82995797826310e+006	(-2.61125533314737e+001,1.44949320799280e+002)
4.84109218130924e+006	(-2.60738261610760e+001,1.44869817221835e+002)
4.85225205134422e+006	(-2.60350891823576e+001,1.44790272485600e+002)
4.86343764753654e+006	(-2.59963422282007e+001,1.44710686668293e+002)
4.87464902919114e+006	(-2.59575851299407e+001,1.44631059847168e+002)
4.88588625574962e+006	(-2.59188177173526e+001,1.44551392098990e+002)
4.89714938679066e+006	(-2.58800398186378e+001,1.44471683500009e+002)
4.90843848203026e+006	(-2.58412512604100e+001,1.44391934125941e+002)
4.91975360132206e+006	(-2.58024518676816e+001,1.44312144051942e+002)
4.93109480465771e+006	(-2.57636414638495e+001,1.44232313352584e+002)
4.94246215216714e+006	(-2.57248198706810e+001,1.44152442101827e+002)
4.95385570411890e+006	(-2.56859869082994e+001,1.44072530373000e+002)
4.96527552092045e+006	(-2.56471423951698e+001,1.43992578238772e+002)
4.97672166311854e+006	(-2.56082861480842e+001,1.43912585771129e+002)
4.98819419139947e+006	(-2.55694179821469e+001,1.43832553041343e+002)
4.99969316658944e+006	(-2.55305377107598e+001,1.43752480119954e+002)
5.01121864965488e+006	(-2.54916451456069e+001,1.43672367076735e+002)
5.02277070170274e+006	(-2.54527400966393e+001,1.43592213980672e+002)
5.03434938398087e+006	(-2.54138223720600e+001,1.43512020899933e+002)
5.04595475787827e+006	(-2.53748917783082e+001,1.43431787901842e+002)
5.05758688492549e+006	(-2.53359481200436e+001,1.43351515052851e+002)
5.06924582679490e+006	(-2.52969912001303e+001,1.43271202418510e+002)
5.08093164530107e+006	(-2.52580208196215e+001,1.43190850063442e+002)
5.09264440240102e+006	(-2.52190367777423e+001,1.43110458051313e+002)
5.10438416019464e+006	(-2.51800388718743e+001,1.43030026444799e+002)
5.11615098092495e+006	(-2.51410268975383e+001,1.42949555305562e+002)
5.12794492697846e+006	(-2.51020006483780e+001,1.42869044694217e+002)
5.13976606088550e+006	(-2.50629599161428e+001,1.42788494670302e+002)
5.15161444532055e+006	(-2.50239044906710e+001,1.42707905292246e+002)
5.16349014310256e+006	(-2.49848341598725e+001,1.42627276617341e+002)
5.17539321719530e+006	(-2.49457487097109e+001,1.42546608701709e+002)
5.18732373070768e+006	(-2.49066479241863e+001,1.42465901600268e+002)
5.19928174689410e+006	(-2.48675315853175e+001,1.42385155366703e+002)
5.21126732915477e+006	(-2.48283994731235e+001,1.42304370053431e+002)
5.22328054103605e+006	(-2.47892513656055e+001,1.42223545711569e+002)
5.23532144623080e+006	(-2.47500870387287e+001,1.42142682390900e+002)
5.24739010857870e+006	(-2.47109062664032e+001,1.42061780139839e+002)
5.25948659206659e+006	(-2.46717088204653e+001,1.41980839005399e+002)
5.27161096082882e+006	(-2.46324944706586e+001,1.41899859033154e+002)
5.28376327914760e+006	(-2.45932629846146e+001,1.41818840267209e+002)
5.29594361145329e+006	(-2.45540141278328e+001,1.41737782750157e+002)
5.30815202232483e+006	(-2.45147476636618e+001,1.41656686523048e+002)
5.32038857648997e+006	(-2.44754633532784e+001,1.41575551625351e+002)
5.33265333882571e+006	(-2.44361609556683e+001,1.41494378094916e+002)
5.34494637435861e+006	(-2.43968402276049e+001,1.41413165967937e+002)
5.35726774826512e+006	(-2.43575009236292e+001,1.41331915278914e+002)
5.36961752587192e+006	(-2.43181427960286e+001,1.41250626060613e+002)
5.38199577265632e+006	(-2.42787655948160e+001,1.41169298344029e+002)
5.39440255424654e+006	(-2.42393690677081e+001,1.41087932158345e+002)
5.40683793642211e+006	(-2.41999529601043e+001,1.41006527530893e+002)
5.41930198511418e+006	(-2.41605170150640e+001,1.40925084487110e+002)
5.43179476640590e+006	(-2.41210609732854e+001,1.40843603050501e+002)
5.44431634653276e+006	(-2.40815845730824e+001,1.40762083242595e+002)
5.45686679188292e+006	(-2.40420875503622e+001,1.40680525082902e+002)
5.46944616899759e+006	(-2.40025696386024e+001,1.40598928588874e+002)
5.48205454457139e+006	(-2.39630305688276e+001,1.40517293775854e+002)
5.49469198545266e+006	(-2.39234700695862e+001,1.40435620657040e+002)
5.50735855864385e+006	(-2.38838878669263e+001,1.40353909243437e+002)
5.52005433130188e+006	(-2.38442836843718e+001,1.40272159543808e+002)
5.53277937073848e+006	(-2.38046572428983e+001,1.40190371564636e+002)
5.54553374442052e+006	(-2.37650082609079e+001,1.40108545310071e+002)
5.55831751997044e+006	(-2.37253364542046e+001,1.40026680781885e+002)
5.57113076516653e+006	(-2.36856415359693e+001,1.39944777979427e+002)
5.58397354794335e+006	(-2.36459232167336e+001,1.39862836899568e+002)
5.59684593639205e+006	(-2.36061812043544e+001,1.39780857536658e+002)
5.60974799876076e+006	(-2.35664152039876e+001,1.39698839882476e+002)
5.62267980345492e+006	(-2.35266249180616e+001,1.39616783926175e+002)
5.63564141903769e+006	(-2.34868100462501e+001,1.39534689654235e+002)
5.64863291423024e+006	(-2.34469702854457e+001,1.39452557050409e+002)
5.66165435791220e+006	(-2.34071053297314e+001,1.39370386095672e+002)
5.67470581912197e+006	(-2.33672148703534e+001,1.39288176768168e+002)
5.68778736705709e+006	(-2.33272985956928e+001,1.39205929043153e+002)
5.70089907107462e+006	(-2.32873561912367e+001,1.39123642892943e+002)
5.71404100069153e+006	(-2.32473873395495e+001,1.39041318286859e+002)
5.72721322558500e+006	(-2.32073917202436e+001,1.38958955191168e+002)
5.74041581559287e+006	(-2.31673690099493e+001,1.38876553569028e+002)
5.75364884071395e+006	(-2.31273188822855e+001,1.38794113380428e+002)
5.76691237110843e+006	(-2.30872410078285e+001,1.38711634582131e+002)
5.78020647709822e+006	(-2.30471350540814e+001,1.38629117127616e+002)
5.79353122916735e+006	(-2.30070006854430e+001,1.38546560967013e+002)
5.80688669796232e+006	(-2.29668375631758e+001,1.38463966047045e+002)
5.82027295429251e+006	(-2.29266453453744e+001,1.38381332310964e+002)
5.83369006913052e+006	(-2.28864236869325e+001,1.38298659698491e+002)
5.84713811361254e+006	(-2.28461722395100e+001,1.38215948145748e+002)
5.86061715903878e+006	(-2.28058906515002e+001,1.38133197585194e+002)
5.87412727687379e+006	(-2.27655785679952e+001,1.38050407945562e+002)
5.88766853874687e+006	(-2.27252356307523e+001,1.37967579151789e+002)
5.90124101645244e+006	(-2.26848614781588e+001,1.37884711124947e+002)
5.91484478195043e+006	(-2.26444557451973e+001,1.37801803782179e+002)
5.92847990736664e+006	(-2.26040180634093e+001,1.37718857036624e+002)
5.94214646499317e+006	(-2.25635480608600e+001,1.37635870797349e+002)
5.95584452728873e+006	(-2.25230453621009e+001,1.37552844969277e+002)
5.96957416687908e+006	(-2.24825095881331e+001,1.37469779453111e+002)
5.98333545655742e+006	(-2.24419403563694e+001,1.37386674145262e+002)
5.99712846928472e+006	(-2.24013372805964e+001,1.37303528937774e+002)
6.01095327819017e+006	(-2.23606999709356e+001,1.37220343718246e+002)
6.02480995657153e+006	(-2.23200280338044e+001,1.37137118369757e+002)
6.03869857789553e+006	(-2.22793210718761e+001,1.37053852770783e+002)
6.05261921579825e+006	(-2.22385786840398e+001,1.36970546795119e+002)
6.06657194408554e+006	(-2.21978004653596e+001,1.36887200311798e+002)
6.08055683673336e+006	(-2.21569860070329e+001,1.36803813185008e+002)
6.09457396788823e+006	(-2.21161348963484e+001,1.36720385274010e+002)
6.10862341186758e+006	(-2.20752467166440e+001,1.36636916433047e+002)
6.12270524316017e+006	(-2.20343210472629e+001,1.36553406511265e+002)
6.13681953642646e+006	(-2.19933574635101e+001,1.36469855352618e+002)
6.15096636649903e+006	(-2.19523555366081e+001,1.36386262795784e+002)
6.16514580838296e+006	(-2.19113148336515e+001,1.36302628674072e+002)
6.17935793725625e+006	(-2.18702349175615e+001,1.36218952815329e+002)
6.19360282847018e+006	(-2.18291153470394e+001,1.36135235041848e+002)
6.20788055754976e+006	(-2.17879556765196e+001,1.36051475170271e+002)
6.22219120019407e+006	(-2.17467554561221e+001,1.35967673011494e+002)
6.23653483227673e+006	(-2.17055142316034e+001,1.35883828370567e+002)
6.25091152984624e+006	(-2.16642315443082e+001,1.35799941046595e+002)
6.26532136912643e+006	(-2.16229069311189e+001,1.35716010832637e+002)
6.27976442651682e+006	(-2.15815399244055e+001,1.35632037515600e+002)
6.29424077859306e+006	(-2.15401300519738e+001,1.35548020876138e+002)
6.30875050210734e+006	(-2.14986768370138e+001,1.35463960688541e+002)
6.32329367398877e+006	(-2.14571797980465e+001,1.35379856720631e+002)
6.33787037134379e+006	(-2.14156384488702e+001,1.35295708733647e+002)
6.35248067145660e+006	(-2.13740522985066e+001,1.35211516482135e+002)
6.36712465178957e+006	(-2.13324208511449e+001,1.35127279713836e+002)
6.38180238998361e+006	(-2.12907436060860e+001,1.35042998169565e+002)
6.39651396385863e+006	(-2.12490200576856e+001,1.34958671583097e+002)
6.41125945141393e+006	(-2.12072496952964e+001,1.34874299681046e+002)
6.42603893082862e+006	(-2.11654320032093e+001,1.34789882182741e+002)
6.44085248046204e+006	(-2.11235664605938e+001,1.34705418800105e+002)
6.45570017885413e+006	(-2.10816525414379e+001,1.34620909237526e+002)
6.47058210472593e+006	(-2.10396897144862e+001,1.34536353191728e+002)
6.48549833697992e+006	(-2.09976774431778e+001,1.34451750351644e+002)
6.50044895470048e+006	(-2.09556151855831e+001,1.34367100398277e+002)
6.51543403715430e+006	(-2.09135023943392e+001,1.34282403004568e+002)
6.53045366379079e+006	(-2.08713385165849e+001,1.34197657835261e+002)
6.54550791424252e+006	(-2.08291229938941e+001,1.34112864546754e+002)
6.56059686832562e+006	(-2.07868552622087e+001,1.34028022786965e+002)
6.57572060604024e+006	(-2.07445347517702e+001,1.33943132195182e+002)
6.59087920757091e+006	(-2.07021608870498e+001,1.33858192401914e+002)
6.60607275328704e+006	(-2.06597330866784e+001,1.33773203028744e+002)
6.62130132374329e+006	(-2.06172507633745e+001,1.33688163688171e+002)
6.63656499968003e+006	(-2.05747133238714e+001,1.33603073983458e+002)
6.65186386202375e+006	(-2.05321201688433e+001,1.33517933508469e+002)
6.66719799188749e+006	(-2.04894706928299e+001,1.33432741847510e+002)
6.68256747057129e+006	(-2.04467642841603e+001,1.33347498575160e+002)
6.69797237956258e+006	(-2.04040003248750e+001,1.33262203256106e+002)
6.71341280053667e+006	(-2.03611781906473e+001,1.33176855444972e+002)
6.72888881535712e+006	(-2.03182972507027e+001,1.33091454686140e+002)
6.74440050607624e+006	(-2.02753568677380e+001,1.33006000513577e+002)
6.75994795493545e+006	(-2.02323563978379e+001,1.32920492450652e+002)
6.77553124436579e+006	(-2.01892951903910e+001,1.32834930009948e+002)
6.79115045698830e+006	(-2.01461725880044e+001,1.32749312693080e+002)
6.80680567561449e+006	(-2.01029879264164e+001,1.32663639990497e+002)
6.82249698324678e+006	(-2.00597405344083e+001,1.32577911381290e+002)
6.83822446307892e+006	(-2.00164297337142e+001,1.32492126332991e+002)
6.85398819849643e+006	(-1.99730548389299e+001,1.32406284301372e+002)
6.86978827307708e+006	(-1.99296151574197e+001,1.32320384730234e+002)
6.88562477059129e+006	(-1.98861099892220e+001,1.32234427051198e+002)
6.90149777500258e+006	(-1.98425386269532e+001,1.32148410683490e+002)
6.91740737046806e+006	(-1.97989003557096e+001,1.32062335033720e+002)
6.93335364133880e+006	(-1.97551944529685e+001,1.31976199495658e+002)
6.94933667216036e+006	(-1.97114201884869e+001,1.31890003450006e+002)
6.96535654767317e+006	(-1.96675768241983e+001,1.31803746264163e+002)
6.98141335281301e+006	(-1.96236636141088e+001,1.31717427291992e+002)
6.99750717271148e+006	(-1.95796798041898e+001,1.31631045873569e+002)
7.01363809269639e+006	(-1.95356246322705e+001,1.31544601334945e+002)
7.02980619829228e+006	(-1.94914973279273e+001,1.31458092987884e+002)
7.04601157522084e+006	(-1.94472971123720e+001,1.31371520129612e+002)
7.06225430940136e+006	(-1.94030231983374e+001,1.31284882042551e+002)
7.07853448695120e+006	(-1.93586747899617e+001,1.31198177994051e+002)
7.09485219418625e+006	(-1.93142510826701e+001,1.31111407236113e+002)
7.11120751762135e+006	(-1.92697512630548e+001,1.31024569005115e+002)
7.12760054397082e+006	(-1.92251745087526e+001,1.30937662521519e+002)
7.14403136014884e+006	(-1.91805199883204e+001,1.30850686989586e+002)
7.16050005326996e+006	(-1.91357868611087e+001,1.30763641597072e+002)
7.17700671064956e+006	(-1.90909742771321e+001,1.30676525514928e+002)
7.19355141980429e+006	(-1.90460813769388e+001,1.30589337896986e+002)
7.21013426845256e+006	(-1.90011072914759e+001,1.30502077879644e+002)
7.22675534451496e+006	(-1.89560511419543e+001,1.30414744581541e+002)
7.24341473611480e+006	(-1.89109120397093e+001,1.30327337103224e+002)
7.26011253157851e+006	(-1.88656890860599e+001,1.30239854526811e+002)
7.27684881943614e+006	(-1.88203813721651e+001,1.30152295915646e+002)
7.29362368842183e+006	(-1.87749879788773e+001,1.30064660313942e+002)
7.31043722747425e+006	(-1.87295079765933e+001,1.29976946746424e+002)
7.32728952573712e+006	(-1.86839404251027e+001,1.29889154217955e+002)
7.34418067255964e+006	(-1.86382843734329e+001,1.29801281713165e+002)
7.36111075749700e+006	(-1.85925388596917e+001,1.29713328196056e+002)
7.37807987031082e+006	(-1.85467029109069e+001,1.29625292609618e+002)
7.39508810096964e+006	(-1.85007755428626e+001,1.29537173875417e+002)
7.41213553964942e+006	(-1.84547557599328e+001,1.29448970893187e+002)
7.42922227673397e+006	(-1.84086425549112e+001,1.29360682540405e+002)
7.44634840281548e+006	(-1.83624349088388e+001,1.29272307671863e+002)
7.46351400869496e+006	(-1.83161317908270e+001,1.29183845119226e+002)
7.48071918538274e+006	(-1.82697321578782e+001,1.29095293690575e+002)
7.49796402409896e+006	(-1.82232349547028e+001,1.29006652169955e+002)
7.51524861627403e+006	(-1.81766391135319e+001,1.28917919316892e+002)
7.53257305354915e+006	(-1.81299435539278e+001,1.28829093865917e+002)
7.54993742777675e+006	(-1.80831471825894e+001,1.28740174526065e+002)
7.56734183102102e+006	(-1.80362488931544e+001,1.28651159980374e+002)
7.58478635555837e+006	(-1.79892475659980e+001,1.28562048885363e+002)
7.60227109387794e+006	(-1.79421420680268e+001,1.28472839870499e+002)
7.61979613868206e+006	(-1.78949312524693e+001,1.28383531537661e+002)
7.63736158288679e+006	(-1.78476139586619e+001,1.28294122460572e+002)
7.65496751962234e+006	(-1.78001890118309e+001,1.28204611184242e+002)
7.67261404223366e+006	(-1.77526552228696e+001,1.28114996224372e+002)
7.69030124428085e+006	(-1.77050113881119e+001,1.28025276066765e+002)
7.70802921953968e+006	(-1.76572562891002e+001,1.27935449166709e+002)
7.72579806200213e+006	(-1.76093886923493e+001,1.27845513948350e+002)
7.74360786587682e+006	(-1.75614073491056e+001,1.27755468804052e+002)
